"登陆页面类型","登陆页面路径","在线商店访客","访问","有商品添加到购物车的访问","到达结账页面的访问","完成结账的访问","转化率","页面浏览量","结账转化率","添加至购物车率","到达结账页面率","到达并完成结账的访问","平均访问持续时间","每次访问的页面浏览量","跳出率","完成结账率","跳出次数","Online store visitors (20260615)","Sessions (20260615)","Sessions with cart additions (20260615)","Sessions that reached checkout (20260615)","Sessions that completed checkout (20260615)","Conversion rate (20260615)","Pageviews (20260615)","Checkout conversion rate (20260615)","Added to cart rate (20260615)","Reached checkout rate (20260615)","Sessions that reached and completed checkout (20260615)","Average session duration (20260615)","Pageviews per session (20260615)","Bounce rate (20260615)","Completed checkout rate (20260615)","Bounces (20260615)","Online store visitors (20260615) ","Sessions (20260615) ","Sessions with cart additions (20260615) ","Sessions that reached checkout (20260615) ","Sessions that completed checkout (20260615) ","Conversion rate (20260615) ","Pageviews (20260615) ","Checkout conversion rate (20260615) ","Added to cart rate (20260615) ","Reached checkout rate (20260615) ","Sessions that reached and completed checkout (20260615) ","Average session duration (20260615) ","Pageviews per session (20260615) ","Bounce rate (20260615) ","Completed checkout rate (20260615) ","Bounces (20260615) "
"Product","/products/f4750-161cm52-5kg-h-cup-fat-big-ass-silicone-bbw-sex-doll-2025-starpery-doll",2,6,0,0,0,0,54,,0,0,0,740.1666666666666,9,0.5,,3,2,6,0,0,0,0,54,,0,0,0,740.1666666666666,9,0.5,,3,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f5546-153cm-5ft-28kg-silicone-anime-hentai-male-sex-dolls-elsa-babe",4,6,0,0,0,0,6,,0,0,0,0,1,1,,6,4,6,0,0,0,0,6,,0,0,0,0,1,1,,6,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/s-tpe",6,6,0,0,0,0,7,,0,0,0,4.666666666666667,1.1666666666666667,0.8333333333333334,,5,6,6,0,0,0,0,7,,0,0,0,4.666666666666667,1.1666666666666667,0.8333333333333334,,5,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/under-100",6,6,0,0,0,0,34,,0,0,0,237.5,5.666666666666667,0.3333333333333333,,2,6,6,0,0,0,0,34,,0,0,0,237.5,5.666666666666667,0.3333333333333333,,2,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/big-ass-sex-doll-500-999",6,6,0,0,0,0,10,,0,0,0,32.333333333333336,1.6666666666666667,0.5,,3,6,6,0,0,0,0,10,,0,0,0,32.333333333333336,1.6666666666666667,0.5,,3,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/p382-2-4lb-dragon-head-silicone-hentai-sex-doll-torso-toy-male-masturbator-mrl",6,6,0,0,0,0,6,,0,0,0,0,1,1,,6,6,6,0,0,0,0,6,,0,0,0,0,1,1,,6,0,0,,,,,0,,,,,,0,0,,0
,"/ja/blogs/dolls-info-qustions/4-things-tell-you-how-to-use-a-lesbian-sex-doll",6,6,0,0,0,0,7,,0,0,0,3,1.1666666666666667,0.8333333333333334,,5,6,6,0,0,0,0,7,,0,0,0,3,1.1666666666666667,0.8333333333333334,,5,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/the-vibration-and-suction-functions-of-automatic-sex-dolls",6,6,0,0,0,0,8,,0,0,0,45.833333333333336,1.3333333333333333,0.6666666666666666,,4,6,6,0,0,0,0,8,,0,0,0,45.833333333333336,1.3333333333333333,0.6666666666666666,,4,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/top-5-best-foot-fetish-toys-you-can-buy-online-in-2025",6,6,0,0,0,0,21,,0,0,0,107,3.5,0.16666666666666666,,1,6,6,0,0,0,0,21,,0,0,0,107,3.5,0.16666666666666666,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/58313-2lb-27-5-sex-doll-legs",6,6,1,1,1,0.16666666666666666,16,1,0.16666666666666666,0.16666666666666666,1,55,2.6666666666666665,0.6666666666666666,1,4,6,6,1,1,1,0.16666666666666666,16,1,0.16666666666666666,0.16666666666666666,1,55,2.6666666666666665,0.6666666666666666,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collection","/collections/evasdoll",5,6,0,0,0,0,14,,0,0,0,202.83333333333334,2.3333333333333335,0.5,,3,5,6,0,0,0,0,14,,0,0,0,202.83333333333334,2.3333333333333335,0.5,,3,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/mini-sex-doll-torso",6,6,0,0,0,0,14,,0,0,0,142,2.3333333333333335,0.5,,3,6,6,0,0,0,0,14,,0,0,0,142,2.3333333333333335,0.5,,3,0,0,,,,,0,,,,,0,0,0,,0
"Custom Page","/pages/sex-doll-video-4",6,6,0,0,0,0,10,,0,0,0,101,1.6666666666666667,0.8333333333333334,,5,6,6,0,0,0,0,10,,0,0,0,101,1.6666666666666667,0.8333333333333334,,5,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f1993-150cm4-9ft-42-5kg-m-cup-bbw-tpe-sex-doll%E4%B8%A8wm-doll",6,6,0,0,0,0,24,,0,0,0,169.83333333333334,4,0.8333333333333334,,5,6,6,0,0,0,0,24,,0,0,0,169.83333333333334,4,0.8333333333333334,,5,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/bringing-fantasies-to-life-the-ultimate-sex-doll-roleplay-experience",6,6,0,0,0,0,7,,0,0,0,0.8333333333333334,1.1666666666666667,0.8333333333333334,,5,6,6,0,0,0,0,7,,0,0,0,0.8333333333333334,1.1666666666666667,0.8333333333333334,,5,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/t434-2-69lb-silicone-male-masturbator-sex-toys-for-men-lovenestle",6,6,0,0,0,0,6,,0,0,0,0,1,1,,6,6,6,0,0,0,0,6,,0,0,0,0,1,1,,6,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/dildo-male-sex-doll",6,6,1,0,0,0,73,,0.16666666666666666,0,0,599.8333333333334,12.166666666666666,0.3333333333333333,,2,6,6,1,0,0,0,73,,0.16666666666666666,0,0,599.8333333333334,12.166666666666666,0.3333333333333333,,2,0,0,0,,,,0,,0,,,0,0,0,,0
"Product","/products/a303-silicone-big-butt-torso-lightweight-realistic-vagina",6,6,0,0,0,0,10,,0,0,0,32.166666666666664,1.6666666666666667,0.6666666666666666,,4,6,6,0,0,0,0,10,,0,0,0,32.166666666666664,1.6666666666666667,0.6666666666666666,,4,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/sex-positions-you-must-try",6,6,0,0,0,0,14,,0,0,0,14.333333333333334,2.3333333333333335,0.6666666666666666,,4,6,6,0,0,0,0,14,,0,0,0,14.333333333333334,2.3333333333333335,0.6666666666666666,,4,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/18lb-big-ass-sex-doll-torso-503-sex-doll-torso",6,6,2,2,0,0,28,0,0.3333333333333333,0.3333333333333333,0,672.6666666666666,4.666666666666667,0.5,0,3,6,6,2,2,0,0,28,0,0.3333333333333333,0.3333333333333333,0,672.6666666666666,4.666666666666667,0.5,0,3,0,0,0,0,,,0,,0,0,,0,0,0,,0
"Product","/products/f7690-161cm5ft3-41-5kg-h-cup-huge-breast-silicone-ssbbw-sex-doll-with-weight-reduction-4-0-starpery-doll",6,6,0,0,0,0,26,,0,0,0,320.1666666666667,4.333333333333333,0.6666666666666666,,4,6,6,0,0,0,0,26,,0,0,0,320.1666666666667,4.333333333333333,0.6666666666666666,,4,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/celebrity-sex-dolls-hot-picks-6-asian-inspired-star-lookalikes",6,6,0,0,0,0,12,,0,0,0,50,2,0.6666666666666666,,4,6,6,0,0,0,0,12,,0,0,0,50,2,0.6666666666666666,,4,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/aibei-doll",6,6,0,0,0,0,72,,0,0,0,917.6666666666666,12,0.3333333333333333,,2,6,6,0,0,0,0,72,,0,0,0,917.6666666666666,12,0.3333333333333333,,2,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/new-arrivals",4,6,0,0,0,0,13,,0,0,0,53.666666666666664,2.1666666666666665,0.8333333333333334,,5,4,6,0,0,0,0,13,,0,0,0,53.666666666666664,2.1666666666666665,0.8333333333333334,,5,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f6335-life-size-sex-doll-robot",1,6,0,0,0,0,7,,0,0,0,155,1.1666666666666667,0.8333333333333334,,5,1,6,0,0,0,0,7,,0,0,0,155,1.1666666666666667,0.8333333333333334,,5,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/7-best-mini-torso-sex-dolls-for-beginners",6,6,0,0,0,0,13,,0,0,0,146.66666666666666,2.1666666666666665,0.5,,3,6,6,0,0,0,0,13,,0,0,0,146.66666666666666,2.1666666666666665,0.5,,3,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/mini-torso",6,6,0,0,0,0,18,,0,0,0,121.66666666666667,3,0.5,,3,6,6,0,0,0,0,18,,0,0,0,121.66666666666667,3,0.5,,3,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/why-do-female-characters-in-anime-often-have-exaggeratedly-large-breasts",6,6,0,0,0,0,8,,0,0,0,17,1.3333333333333333,0.6666666666666666,,4,6,6,0,0,0,0,8,,0,0,0,17,1.3333333333333333,0.6666666666666666,,4,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/torso-shemale-sex-doll",6,6,0,0,0,0,23,,0,0,0,357.8333333333333,3.8333333333333335,0.3333333333333333,,2,6,6,0,0,0,0,23,,0,0,0,357.8333333333333,3.8333333333333335,0.3333333333333333,,2,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/silicone-torso-with-head",6,6,0,0,0,0,8,,0,0,0,25.666666666666668,1.3333333333333333,0.8333333333333334,,5,6,6,0,0,0,0,8,,0,0,0,25.666666666666668,1.3333333333333333,0.8333333333333334,,5,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/what-oral-depth-of-a-sex-doll-head-is-best-for-blowjobs",6,6,0,0,0,0,10,,0,0,0,88,1.6666666666666667,0.6666666666666666,,4,6,6,0,0,0,0,10,,0,0,0,88,1.6666666666666667,0.6666666666666666,,4,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/sex-focused-robot-sex-doll",6,6,0,0,0,0,26,,0,0,0,222.83333333333334,4.333333333333333,0.3333333333333333,,2,6,6,0,0,0,0,26,,0,0,0,222.83333333333334,4.333333333333333,0.3333333333333333,,2,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/cheap-sex-doll",6,6,0,0,0,0,6,,0,0,0,0,1,1,,6,6,6,0,0,0,0,6,,0,0,0,0,1,1,,6,0,0,,,,,0,,,,,,0,0,,0
,"/de/collections/huge-breasts-sex-dolls",6,6,0,0,0,0,11,,0,0,0,38.5,1.8333333333333333,0.6666666666666666,,4,6,6,0,0,0,0,11,,0,0,0,38.5,1.8333333333333333,0.6666666666666666,,4,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/t930-51kg-j-cup-tpe-adult-big-chest-big-ass-ssbbw-sex-doll-torso-with-head-yl-doll",1,5,0,0,0,0,12,,0,0,0,95,2.4,0.8,,4,1,5,0,0,0,0,12,,0,0,0,95,2.4,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
,"/ja/blogs/dolls-info-qustions/budget-under-200-check-out-these-7-cheap-mini-sex-dolls",5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-use-a-milf-sex-doll",5,5,0,0,0,0,8,,0,0,0,64,1.6,0.8,,4,5,5,0,0,0,0,8,,0,0,0,64,1.6,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-effectively-reduce-the-weight-of-a-bbw-sex-doll-torso-tips-and-advice",5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/collections/fake-pussy-fake-vagina-sex-toys",5,5,0,0,0,0,8,,0,0,0,297.2,1.6,0.6,,3,5,5,0,0,0,0,8,,0,0,0,297.2,1.6,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
,"/en-fi/blogs/featured-blog/how-to-diy-an-sex-doll-you",5,5,0,0,0,0,6,,0,0,0,45.4,1.2,0.8,,4,5,5,0,0,0,0,6,,0,0,0,45.4,1.2,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/blogs/dolls-info-qustions/how-to-titty-fuck-experience-the-ultimate-pleasure-with-a-huge-breast-sex-doll",5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/hey-as-a-woman-is-it-weird-if-i-want-to-buy-a-strap-on-dildo-to-get-it-on-with-a-female-trans-sex-doll",5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/f2564-159cm-h-cup-realistic-sex-dolls-silicone-real-lady",1,5,0,0,0,0,13,,0,0,0,565.2,2.6,0.6,,3,1,5,0,0,0,0,13,,0,0,0,565.2,2.6,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
"Checkout","/60719464687/orders/b9effcd6c9d9edce7873ea1d5b0470ff",2,5,0,0,0,0,7,,0,0,0,204.2,1.4,0.6,,3,2,5,0,0,0,0,7,,0,0,0,204.2,1.4,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/2025-how-to-perform-oral-sex-with-a-real-sex-doll",5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/sex-doll-option-videos/video-16-wm-exclusive-real-oral-sexros",5,5,0,0,0,0,9,,0,0,0,33,1.8,0.8,,4,5,5,0,0,0,0,9,,0,0,0,33,1.8,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/lusandy-doll",5,5,0,0,0,0,19,,0,0,0,425.2,3.8,0.2,,1,5,5,0,0,0,0,19,,0,0,0,425.2,3.8,0.2,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/silicone-butt-thighs-17-4lb",5,5,0,0,0,0,22,,0,0,0,69.6,4.4,0.4,,2,5,5,0,0,0,0,22,,0,0,0,69.6,4.4,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f5573-150cm-5ft-27-5kg-shemale-anime-futa-silicone-sex-doll-elsa-babe",2,5,0,0,0,0,9,,0,0,0,303,1.8,0.6,,3,2,5,0,0,0,0,9,,0,0,0,303,1.8,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
,"/ja/collections/naked-sex-doll",4,5,0,0,0,0,14,,0,0,0,24.6,2.8,0.6,,3,4,5,0,0,0,0,14,,0,0,0,24.6,2.8,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/sy-doll",4,5,0,0,0,0,25,,0,0,0,217.8,5,0.4,,2,4,5,0,0,0,0,25,,0,0,0,217.8,5,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f6137-160cm-5-2ft-36kg-c-cup-tpe-silicone-head-sex-doll-sy-doll",2,5,0,0,0,0,9,,0,0,0,41.8,1.8,0.6,,3,2,5,0,0,0,0,9,,0,0,0,41.8,1.8,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/anime-cosplay-sex-doll",5,5,0,0,0,0,7,,0,0,0,4.6,1.4,0.8,,4,5,5,0,0,0,0,7,,0,0,0,4.6,1.4,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f5960k-168cm-h-cup-lightweight-big-breast-sex-doll-giant-boobs-us-stock",5,5,0,0,0,0,7,,0,0,0,392,1.4,0.8,,4,5,5,0,0,0,0,7,,0,0,0,392,1.4,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-deep-is-the-vagina-5-key-things-you-need-to-know-about-the-vagina",5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/rosertty-doll",5,5,0,0,0,0,12,,0,0,0,133.2,2.4,0.2,,1,5,5,0,0,0,0,12,,0,0,0,133.2,2.4,0.2,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/saggy-huge-breast-sex-doll",5,5,0,0,0,0,20,,0,0,0,192.4,4,0,,0,5,5,0,0,0,0,20,,0,0,0,192.4,4,0,,0,0,0,,,,,0,,,,,0,0,,,
,"/de/collections/lifesize-male-sex-doll-torso",4,5,0,0,0,0,8,,0,0,0,11,1.6,0.6,,3,4,5,0,0,0,0,8,,0,0,0,11,1.6,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f2221-163cm5-3ft-b-cup-s46-life-size-sex-doll-irontech-doll",1,5,0,0,0,0,5,,0,0,0,0,1,1,,5,1,5,0,0,0,0,5,,0,0,0,0,1,1,,5,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/the-best-futa-sex-dolls-to-buy-in-2025-brand-guide-buying-tips",5,5,0,0,0,0,12,,0,0,0,85.6,2.4,0.6,,3,5,5,0,0,0,0,12,,0,0,0,85.6,2.4,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/big-boobs-sex-dolls",5,5,0,0,0,0,10,,0,0,0,7.2,2,0.4,,2,5,5,0,0,0,0,10,,0,0,0,7.2,2,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f6266-172cm-5-6ft-37-5kg-a-cup-realistic-flat-chest-sex-doll-with-ros-head-top-cydoll",5,5,0,0,0,0,7,,0,0,0,131,1.4,0.8,,4,5,5,0,0,0,0,7,,0,0,0,131,1.4,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/dangerous-and-fascinating-the-irresistible-allure-of-mermaid-sex-doll",5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/the-best-male-sex-dolls-of-2024-explained-choosing-your-ideal-lover",5,5,0,0,0,0,8,,0,0,0,5.8,1.6,0.6,,3,5,5,0,0,0,0,8,,0,0,0,5.8,1.6,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f6230-160cm-5ft3-34kg-e-cup-silicone-sex-doll-for-man-firefly-diary-max",5,5,0,0,0,0,18,,0,0,0,270.4,3.6,0.4,,2,5,5,0,0,0,0,18,,0,0,0,270.4,3.6,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/male-sex-doll",4,5,0,0,0,0,10,,0,0,0,29.4,2,0.4,,2,4,5,0,0,0,0,10,,0,0,0,29.4,2,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/pages/cheap-sex-doll-guide",5,5,0,0,0,0,34,,0,0,0,646.4,6.8,0,,0,5,5,0,0,0,0,34,,0,0,0,646.4,6.8,0,,0,0,0,,,,,0,,,,,0,0,,,
"Blog Article","/blogs/sex-doll-torso-blog/top-7-sex-doll-torsos",5,5,0,0,0,0,6,,0,0,0,3.8,1.2,0.8,,4,5,5,0,0,0,0,6,,0,0,0,3.8,1.2,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/does-the-sex-doll-feel-real-an-honest-review-from-a-real-user",5,5,0,0,0,0,6,,0,0,0,48,1.2,0.8,,4,5,5,0,0,0,0,6,,0,0,0,48,1.2,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/what-are-the-sex-positions-with-my-arab-sex-doll",5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,0,0,,,,,0,,,,,,0,0,,0
,"/en-fi/collections/futa-sex-doll",5,5,0,0,0,0,24,,0,0,0,106.2,4.8,0.6,,3,5,5,0,0,0,0,24,,0,0,0,106.2,4.8,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/fake-pussy-hentai-sex-doll",5,5,0,0,0,0,14,,0,0,0,26.4,2.8,0.8,,4,5,5,0,0,0,0,14,,0,0,0,26.4,2.8,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/anime-mini-sex-doll",5,5,0,0,0,0,9,,0,0,0,158,1.8,0.6,,3,5,5,0,0,0,0,9,,0,0,0,158,1.8,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/recommended-small-breast-sex-dolls-suitable-for-japanese-porn-student-movies",5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,0,0,,,,,0,,,,,,0,0,,0
"Product","/products/h442-ros-free-hair-impants-real-oral-movable-jaw-silicone-sex-doll-head-sy-doll",5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,5,5,0,0,0,0,5,,0,0,0,0,1,1,,5,0,0,,,,,0,,,,,,0,0,,0
"Collection","/collections/red-head-sex-doll",5,5,0,0,0,0,9,,0,0,0,20.8,1.8,0.6,,3,5,5,0,0,0,0,9,,0,0,0,20.8,1.8,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-to-install-a-removable-vaginal-insert-into-a-sex-doll",5,5,0,0,0,0,8,,0,0,0,92.8,1.6,0.4,,2,5,5,0,0,0,0,8,,0,0,0,92.8,1.6,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/ros-sex-doll-heads-1",5,5,0,0,0,0,9,,0,0,0,37.6,1.8,0.4,,2,5,5,0,0,0,0,9,,0,0,0,37.6,1.8,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/erovenus-max",5,5,0,0,0,0,8,,0,0,0,14.8,1.6,0.6,,3,5,5,0,0,0,0,8,,0,0,0,14.8,1.6,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/erovenus-sex-doll",5,5,0,0,0,0,16,,0,0,0,100.6,3.2,0.4,,2,5,5,0,0,0,0,16,,0,0,0,100.6,3.2,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f2386-165cm5-4ft-g-cup-272-big-butt-tpe-sex-doll%E4%B8%A8sy-doll",2,5,0,0,0,0,10,,0,0,0,380.2,2,0.6,,3,2,5,0,0,0,0,10,,0,0,0,380.2,2,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/b76-30lbs-soft-breast-silicone-ros-big-boobs-sex-doll-torso-with-head-yeloly",3,5,0,0,0,0,7,,0,0,0,141.2,1.4,0.8,,4,3,5,0,0,0,0,7,,0,0,0,141.2,1.4,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/curvy-sex-dolls",5,5,0,0,0,0,17,,0,0,0,102.6,3.4,0.4,,2,5,5,0,0,0,0,17,,0,0,0,102.6,3.4,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/fake-ass-sex-toy",5,5,0,0,0,0,13,,0,0,0,145.8,2.6,0.4,,2,5,5,0,0,0,0,13,,0,0,0,145.8,2.6,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
,"/en-ca/collections/best-seller-sex-dolls-under-200",5,5,0,0,0,0,25,,0,0,0,197.6,5,0.6,,3,5,5,0,0,0,0,25,,0,0,0,197.6,5,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/best-sellers-in-big-boobs",5,5,0,0,0,0,14,,0,0,0,130.6,2.8,0.4,,2,5,5,0,0,0,0,14,,0,0,0,130.6,2.8,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
,"/de/blogs/dolls-info-qustions/sex-doll-movies",5,5,0,0,0,0,6,,0,0,0,77.2,1.2,0.8,,4,5,5,0,0,0,0,6,,0,0,0,77.2,1.2,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
"Checkout","/60719464687/orders/9ca2b7a4aa6d41cdd2413e2e674f9de1",3,5,0,0,0,0,7,,0,0,0,39.8,1.4,0.8,,4,3,5,0,0,0,0,7,,0,0,0,39.8,1.4,0.8,,4,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/sigafun-doll",4,5,0,0,0,0,19,,0,0,0,638.4,3.8,0.4,,2,4,5,0,0,0,0,19,,0,0,0,638.4,3.8,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/torso-under-200",5,5,0,0,0,0,22,,0,0,0,75.2,4.4,0.6,,3,5,5,0,0,0,0,22,,0,0,0,75.2,4.4,0.6,,3,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/new-arrivals-sex-doll",5,5,0,0,0,0,59,,0,0,0,326.8,11.8,0.2,,1,5,5,0,0,0,0,59,,0,0,0,326.8,11.8,0.2,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f9188-178cm-5ft10-67-5kg-i-cup-silicone-trans-futanari-sex-doll",1,5,0,0,0,0,8,,0,0,0,82,1.6,0.4,,2,1,5,0,0,0,0,8,,0,0,0,82,1.6,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/in-stock-usa-1",5,5,0,0,0,0,10,,0,0,0,25.8,2,0.4,,2,5,5,0,0,0,0,10,,0,0,0,25.8,2,0.4,,2,0,0,,,,,0,,,,,0,0,0,,0
"Collection","/collections/sex-doll-in-stock-europe-all",4,4,0,0,0,0,14,,0,0,0,115.25,3.5,0.25,,1,4,4,0,0,0,0,14,,0,0,0,115.25,3.5,0.25,,1,0,0,,,,,0,,,,,0,0,0,,0
,"/de/collections/big-booty-sex-dolls",4,4,0,0,0,0,4,,0,0,0,0,1,1,,4,4,4,0,0,0,0,4,,0,0,0,0,1,1,,4,0,0,,,,,0,,,,,,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/how-ultra-realistic-silicone-sex-dolls-are-made",4,4,0,0,0,0,6,,0,0,0,22.5,1.5,0.75,,3,4,4,0,0,0,0,6,,0,0,0,22.5,1.5,0.75,,3,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/562-fat-ass-torso-doll-silicone-ass",3,4,0,0,0,0,5,,0,0,0,53.5,1.25,0.75,,3,3,4,0,0,0,0,5,,0,0,0,53.5,1.25,0.75,,3,0,0,,,,,0,,,,,0,0,0,,0
"Blog Article","/blogs/dolls-info-qustions/masturbation-place",4,4,0,0,0,0,12,,0,0,0,218.25,3,0.25,,1,4,4,0,0,0,0,12,,0,0,0,218.25,3,0.25,,1,0,0,,,,,0,,,,,0,0,0,,0
"Product","/products/f6146-161cm5ft3-29kg-a-cup-flat-chested-silicone-sex-doll-irontech-doll",3,4,0,0,0,0,7,,0,0,0,82.75,1.75,0.5,,2,3,4,0,0,0,0,7,,0,0,0,82.75,1.75,0.5,,2,0,0,,,,,0,,,,,0,0,0,,0
